3.0658,1.2498,-2.1615,0,0,0,0,0,0,-5.3232,10
0.95223,-3.974,-1.3523,0,0,0,0,0,0,-5.8738,11
2.679,-1.9663,1.2624,0,0,0,0,0,0,-6.3964,12
1.2921,-1.5234,-4.6797,0,0,0,0,0,0,-6.3842,12
-3.279,-3.0619,1.9952,0,0,0,0,0,0,-7.4706,14
5.1643,0.4195,0.99751,0,0,0,0,0,0,-4.8118,9
-3.2962,0.14728,1.7899,0,0,0,0,0,0,-6.9132,13
3.1002,-1.0505,-0.43034,0,0,0,0,0,0,-7.472,14
2.7119,-1.0761,4.1747,0,0,0,0,0,0,-4.7988,9
-1.9677,-0.22495,4.8211,0,0,0,0,0,0,-4.7978,9
-2.2464,1.6592,1.7753,0,0,0,0,0,0,-8.0053,15
1.4996,2.1185,4.0278,0,0,0,0,0,0,-4.7811,9
-0.89738,3.2044,2.5335,0,0,0,0,0,0,-5.8608,11
-2.4943,3.4888,-0.98103,0,0,0,0,0,0,-5.3383,10
-4.2246,-4.0213,-0.62532,0,0,0,0,0,0,-6.3957,12
2.6078,4.0754,-1.4034,0,0,0,0,0,0,-4.2685,8
2.0565,-2.6948,-0.2064,0,0,0,0,0,0,-7.9878,15
-2.2279,-1.4013,-0.24491,0,0,0,0,0,0,-6.9176,13
4.0411,2.6659,-1.4658,0,0,0,0,0,0,-4.801,9
-0.66819,5.8768,0.13778,0,0,0,0,0,0,-2.6722,5
3.2621,0.29733,1.0523,0,0,0,0,0,0,-8.5279,16
2.0284,-2.2199,-1.882,0,0,0,0,0,0,-6.9263,13
1.5511,-3.5779,1.7906,0,0,0,0,0,0,-6.9318,13
0.74177,2.7661,1.6592,0,0,0,0,0,0,-6.398,12
-5.5465,0.96967,-0.42482,0,0,0,0,0,0,-5.3436,10
-1.8767,-0.40777,-3.7021,0,0,0,0,0,0,-7.4726,14
5.2729,3.2581,0.062821,0,0,0,0,0,0,-3.7316,7
-5.845,-1.6408,1.5767,0,0,0,0,0,0,-7.4685,14
-0.58769,-1.7294,2.4891,0,0,0,0,0,0,-6.3826,12
-4.0261,1.9183,2.675,0,0,0,0,0,0,-5.3317,10
0.26975,-2.2526,-1.0871,0,0,0,0,0,0,-7.4536,14
-4.424,-4.5898,2.7202,0,0,0,0,0,0,-5.8747,11
-1.5884,-3.2754,3.0358,0,0,0,0,0,0,-5.8795,11
-3.3413,-3.0914,3.774,0,0,0,0,0,0,-5.3353,10
1.216,-1.3214,-2.9226,0,0,0,0,0,0,-7.4534,14
-3.5909,1.8419,-0.68449,0,0,0,0,0,0,-5.339,10
-0.66405,-1.412,0.28797,0,0,0,0,0,0,-7.4384,14
-3.1988,4.148,-2.7131,0,0,0,0,0,0,-3.202,6
-1.5624,1.8959,-0.45727,0,0,0,0,0,0,-8.519,16
-4.0883,1.3545,0.8723,0,0,0,0,0,0,-5.8635,11
1.2719,-1.7672,2.7747,0,0,0,0,0,0,-8.0084,15
-4.9408,-1.9265,-1.5017,0,0,0,0,0,0,-6.3939,12
-4.2588,-1.4813,2.658,0,0,0,0,0,0,-8.5108,16
-0.51216,1.5762,1.1717,0,0,0,0,0,0,-7.9786,15
4.9816,-0.85014,-0.37316,0,0,0,0,0,0,-4.7897,9
2.2659,2.4829,-2.89,0,0,0,0,0,0,-5.3274,10
-3.2714,-4.7038,1.0696,0,0,0,0,0,0,-6.4118,12
-1.0006,-3.2488,-0.27114,0,0,0,0,0,0,-7.9756,15
-0.82544,2.6387,-1.9064,0,0,0,0,0,0,-5.8614,11
-4.4073,1.2729,-2.2958,0,0,0,0,0,0,-4.8047,9
-1.4678,-0.32998,1.6155,0,0,0,0,0,0,-8.0044,15
-4.3105,-2.0363,0.3168,0,0,0,0,0,0,-7.4585,14
-1.114,1.1562,-4.6987,0,0,0,0,0,0,-4.8121,9
-3.8544,-0.62764,-2.6773,0,0,0,0,0,0,-6.9471,13
